,band_name,fans,formed,origin,style
2058,Anthem,17,1981,Japan,Heavy
2059,Apocynthion,17,2010,Spain,Black
2060,Brocas Helm,17,1982,USA,Heavy
2061,Burden Of Grief,17,1994,Germany,Melodic death
2062,Burning Point,17,1999,Finland,Melodic power
2063,Bury Tomorrow,17,2006,United Kingdom,Melodic metalcore
2064,Cadaver,17,1988,Norway,Death
2065,Cave In,17,1991,USA,Alternative rock
2066,Channel Zero,17,1990,Belgium,Thrash
2067,Chaos Ech?s,17,2011,France,Death
2068,Corpsessed,17,2007,Finland,Death
2069,Corpus Christii,17,1998,Portugal,Black
2070,Darkest Horizon,17,2010,Germany,Melodic death
2071,Dawn Of Ashes,17,2001,USA,Aggrotech
2072,Deinonychus,17,1992,Netherlands,Black
2073,Demiurg,17,2006,Sweden,Death
2074,Disbelief,17,1991,Germany,Death
2075,Disfiguring The Goddess,17,2006,USA,Brutal death
2076,Dominici,17,2004,USA,Progressive
2077,Doomed,17,2011,Germany,Death doom
2078,Eldritch,17,1991,Italy,Power
2079,Elexorien,17,2004,Netherlands,Symphonic power
2080,Enchant,17,1989,USA,Progressive
2081,Enthring,17,2006,Finland,Melodic death
2082,Faanefjell,17,2009,Norway,Symphonic black
2083,Facebreaker,17,1999,Sweden,Death
2084,Fragments Of Unbecoming,17,2000,Germany,Melodic death
2085,General Surgery,17,1988,Sweden,Grindcore
2086,Haemorrhage,17,1990,Spain,Goregrind
2087,Hearse,17,2001,Sweden,Melodic death
2088,Horn Of The Rhino,17,2005,Spain,Doom
2089,Icewind,17,2001,Canada,Power
2090,Impetigo,17,1987,USA,Grindcore
2091,Impiety,17,1990,Singapore,Death
2092,Inanimate Existence,17,2010,USA,Brutal death
2093,Indesinence,17,2001,United Kingdom,Death doom
2094,Jambinai,17,2009,Korea Rep.,Folk
2095,Kaledon,17,1998,Italy,Power
2096,Kill Devil Hill,17,2011,USA,Heavy
2097,Legenda Aurea,17,2005,Switzerland,Symphonic power
2098,Leng Tch'e,17,2001,Belgium,Grindcore
2099,Lion's Share,17,1987,Sweden,Power
2100,Loch Vostok,17,2001,Sweden,Extreme progressive
2101,Lost In Thought,17,2007,United Kingdom,Progressive
2102,Malefice,17,2003,United Kingdom,Metalcore
2103,Manigance,17,1995,France,Heavy
2104,Metal Allegiance,17,2014,USA,Heavy
2105,Monumental Torment,17,2009,Russian Federation,Technical death
2106,Moonlyght,17,1995,Canada,Progressive
2107,Mumakil,17,2004,Switzerland,Grindcore
2108,Mysticum,17,1992,Norway,Industrial black
2109,Necronomicon,17,1983,Germany,Thrash
2110,Nothingface,17,1994,USA,Nu
2111,Primitive Man,17,2012,USA,Blackened sludge
2112,Rose Tattoo,17,1976,Australia,Heavy
2113,Ruins,17,2002,Australia,Black
2114,Saattue,17,2001,Finland,Melodic doom
2115,Satan's Host,17,1977,USA,Us power
2116,Seance,17,1990,Sweden,Death
2117,Souldrainer,17,1998,Sweden,Melodic death
2118,SSS,17,2005,United Kingdom,Crossover thrash
2119,The Obsessed,17,1976,USA,Doom
2120,Thy Disease,17,1999,Poland,Industrial death
2121,Tribuzy,17,2005,Brazil,Power
2122,Tystnaden,17,1998,Italy,Gothic
2123,VON,17,1987,USA,Black
2124,Vorna,17,2008,Finland,Pagan folk
2125,Winterstorm,17,2009,Germany,Power
2126,Witch Mountain,17,1997,USA,Doom
2127,Zierler,17,2012,Denmark,Progressive
2128,A Storm Of Light,16,2007,USA,Post-metal
2129,Aeon Zen,16,2008,United Kingdom,Progressive
2130,Alogia,16,2000,Serbia,Power
2131,Amon,16,1987,USA,Death
2132,Anonymus,16,1989,Canada,Thrash
2133,Appalachian Winter,16,2008,USA,Symphonic black
2134,Armagedda,16,2000,Sweden,Black
2135,Asrai,16,1988,Netherlands,Gothic
2136,Atrox,16,1990,Norway,Progressive gothic
2137,Bend The Sky,16,2010,Australia,Progressive
2138,Bong,16,2005,United Kingdom,Drone doom
2139,Bongzilla,16,1995,USA,Sludge
2140,Bossk,16,2005,United Kingdom,Atmospheric sludge
2141,Capharnaum,16,1993,USA,Technical death
2142,Cianide,16,1988,USA,Death doom
2143,Conquest,16,1996,Ukraine,Power
2144,David Maxim Micic,16,2010,Serbia,Progressive rock
2145,Death SS,16,1977,Italy,Heavy
2146,Devil You Know,16,2012,USA,Metalcore
2147,Disavowed,16,1994,Netherlands,Death
2148,Dissimulation,16,1993,Lithuania,Black
2149,Dreamtone & Iris Mavraki's Neverland,16,2004,Turkey,Progressive
2150,Dust Bolt,16,2006,Germany,Thrash
2151,Eibon,16,2005,France,Black
2152,Eldamar,16,2015,Norway,Atmospheric black
2153,Enochian Theory,16,2004,United Kingdom,Progressive
2154,Eternal Deformity,16,1993,Poland,Progressive
2155,Evenoire,16,2006,Italy,Symphonic
2156,Eventide,16,1998,Sweden,Gothenburg
2157,Evig Natt,16,2003,Norway,Death doom
2158,Golden Resurrection,16,2008,Sweden,Neoclassical power
2159,Grift,16,2011,Sweden,Black
2160,Hallows Eve,16,1983,USA,Thrash
2161,Hayagriva,16,1993,Malaysia,Melodic black
2162,Heed,16,2004,Sweden,Power
2163,Hellveto,16,1995,Poland,Atmospheric black
2164,Hevein,16,1992,Finland,Melodic thrash
2165,Holy Martyr,16,1994,Italy,Heavy
2166,Iron Reagan,16,2012,USA,Hardcore
2167,Jupiter,16,2013,Japan,Symphonic power
2168,Khonsu,16,2012,Norway,Black
2169,Koldbrann,16,2001,Norway,Black
2170,Kryptos,16,1998,India,Heavy
2171,Lanfear,16,1993,Germany,Progressive
2172,Leatherwolf,16,1981,USA,Heavy
2173,Lord Symphony,16,2005,Indonesia,Power
2174,Mastifal,16,1995,Argentina,Thrash
2175,Merrow,16,2009,USA,Progressive
2176,Metalforce,16,2008,Germany,Heavy
2177,Nachtblut,16,2005,Germany,Melodic black
2178,Noble Beast,16,2007,USA,Power
2179,Obsequiae,16,1998,USA,Black
2180,Obtained Enslavement,16,1989,Norway,Symphonic black
2181,Omit,16,2009,Norway,Doom
2182,P.H.O.B.O.S.,16,2000,France,Industrial doom
2183,Phlebotomized,16,1989,Netherlands,Progressive death
2184,Pitbulls In The Nursery,16,1996,France,Technical death
2185,Pyrithion,16,2012,USA,Death
2186,Ravenscry,16,2008,Italy,Alternative
2187,Revolting,16,2008,Sweden,Death
2188,Saille,16,2008,Belgium,Symphonic black
2189,Sebastien,16,1999,Czech Republic,Melodic power
2190,Svart,16,2007,Sweden,Depressive black
2191,The Answer,16,2000,United Kingdom,Hard rock
2192,The Elysian Fields,16,1993,Greece,Black
2193,The Stone,16,2001,Serbia,Black
2194,Trigger The Bloodshed,16,2006,United Kingdom,Death
2195,Tyrant Of Death,16,2010,Canada,Extreme industrial
2196,Unmoored,16,1993,Sweden,Progressive death
2197,Urna,16,2004,Italy,Black
2198,Vangough,16,2008,USA,Progressive
2199,Vattnet Viskar,16,2010,USA,Atmospheric black
2200,Vendetta,16,2006,United Kingdom,Heavy
2201,Wildernessking,16,2011,South Africa,Progressive black
2202,Withered,16,2003,USA,Blackened death
2203,Wormfood,16,2001,France,Gothic
2204,Zao,16,1993,USA,Metalcore
2205,Agressor,15,1986,France,Death
2206,Arcane,15,2006,Australia,Progressive
2207,Au-Dessus,15,2014,Lithuania,Black
2208,Behold The Arctopus,15,2001,USA,Progressive
2209,Black Anvil,15,2007,USA,Black
2210,Black Cobra,15,2002,USA,Sludge
2211,Blaze,15,1999,United Kingdom,Heavy
2212,Blinded By Faith,15,1996,Canada,Melodic black
2213,Blodsrit,15,1998,Sweden,Black
2214,Butcher Babies,15,2010,USA,Metalcore
2215,Castevet,15,2006,USA,Progressive black
2216,Ceremonial Castings,15,1996,USA,Black
2217,Cloven Hoof,15,1979,United Kingdom,New wave of british heavy
2218,Consummatum Est,15,2003,Italy,Black
2219,Daysend,15,2003,Australia,Thrash
2220,De Magia Veterum,15,2003,Netherlands,Avantgarde black
2221,Devilish Impressions,15,2000,Poland,Avantgarde
2222,Devilment,15,2011,United Kingdom,Gothic
2223,Enochian Crescent,15,1995,Finland,Black
2224,Eyes Of Noctum,15,2005,USA,Symphonic black
2225,HDK,15,2006,Netherlands,Thrash
2226,Head Control System,15,2003,Portugal,Alternative
2227,Heavy Load,15,1976,Sweden,Heavy
2228,Highlord,15,1996,Italy,Power
2229,Holocausto Canibal,15,1997,Portugal,Brutal death
2230,Howls Of Ebb,15,2012,USA,Black
2231,Insidious Decrepancy,15,2000,USA,Brutal death
2232,Intestine Baalism,15,1991,Japan,Thrash
2233,Judicator,15,2012,USA,Power
2234,Kells,15,2001,France,Symphonic gothic
2235,Ketzer,15,2003,Germany,Black
2236,King Parrot,15,2010,Australia,Thrash
2237,Klabautamann,15,1998,Germany,Atmospheric black
2238,Kowai,15,2006,Netherlands,Gothic
2239,Lair Of The Minotaur,15,2003,USA,Sludge
2240,Liberteer,15,2011,USA,Grindcore
2241,Milking The Goatmachine,15,2008,Germany,Death
2242,Mortifera,15,2001,France,Black
2243,Nasty Savage,15,1983,USA,Thrash
2244,Obscenity,15,1989,Germany,Death
2245,Operation: Mindcrime,15,2014,USA,Progressive
2246,Orkrist,15,2000,Slovak Republic,Melodic black
2247,Riger,15,1996,Germany,Pagan black
2248,Saturnian,15,2007,United Kingdom,Extreme symphonic
2249,Scarpoint,15,1999,Sweden,Melodic death
2250,Seth.ECT,15,2008,Turkey,Industrial
2251,Six Magics,15,1996,Chile,Power
2252,So Hideous,15,2013,USA,Black
2253,Solar Fragment,15,2004,Germany,Power
2254,Space Odyssey,15,2003,Sweden,Progressive
2255,Tenet,15,1996,Canada,Death
2256,The Body,15,1999,USA,Sludge
2257,Trials,15,2008,USA,Thrash
2258,Vredehammer,15,2009,Norway,Black
2259,Vulcano,15,1981,Brazil,Death
2260,Wastefall,15,2003,Greece,Progressive
2261,Wedard,15,2002,Germany,Depressive black
2262,Weedpecker,15,2012,Poland,Psychedelic stoner
2263,Winterborn,15,2004,Finland,Power
2264,Wolven Ancestry,15,2005,Canada,Melodic black
2265,Xystus,15,1998,Netherlands,Progressive power
2266,4th Dimension,14,2005,Italy,Symphonic power
2267,A Sound Of Thunder,14,2008,USA,Heavy
2268,Ablaze My Sorrow,14,1993,Sweden,Melodic death
2269,Ace Frehley,14,1984,USA,Hard rock
2270,Acyl,14,2006,France,Progressive
2271,Agent Fresco,14,2008,Iceland,Progressive
2272,Anthelion,14,2001,China,Symphonic black
2273,Arise,14,1996,Sweden,Death
2274,Aurora Borealis,14,1995,USA,Blackened death
2275,Black Obelisk,14,1986,Russian Federation,Heavy
2276,Bloodsoaked,14,2006,USA,Brutal death
2277,Cargo,14,1985,Romania,Hard rock
2278,Cemetery Of Scream,14,1992,Poland,Gothic doom
2279,Cock And Ball Torture,14,1997,Germany,Goregrind
2280,Crysalys,14,2004,Italy,Melodic death
2281,Dark Buddha Rising,14,2007,Finland,Drone doom
2282,Darkology,14,2004,USA,Us power
2283,Darkwoods My Betrothed,14,1993,Finland,Black
2284,Delight,14,1997,Poland,Gothic
2285,Diabolical,14,1996,Sweden,Blackened death
2286,Division By Zero,14,2003,Poland,Progressive
2287,Dopethrone,14,2009,Canada,Stoner
2288,Dread Sovereign,14,2013,Ireland,Doom
2289,Dungeon,14,1989,Australia,Power
2290,Earthside,14,2014,USA,Progressive
2291,Engraved Disillusion,14,2008,United Kingdom,Melodic death
2292,Epidemia,14,1993,Russian Federation,Power
2293,Eternal Oath,14,1991,Sweden,Death
2294,Ex Libris,14,2004,Netherlands,Symphonic
2295,Falling Leaves,14,2009,Jordan,Death doom
2296,Funeral Tears,14,2007,Russian Federation,Funeral doom
2297,God Macabre,14,1989,Sweden,Death
2298,Grand Supreme Blood Court,14,2009,Netherlands,Death
2299,He Came From The Sun,14,1993,Belgium,Technical death
2300,Hellsaw,14,2002,Austria,Black
2301,Hieronymus Bosch,14,1993,Russian Federation,Progressive death
2302,Hourglass,14,1999,USA,Progressive
2303,Hyubris,14,1998,Portugal,Folk
2304,Konkhra,14,1989,Denmark,Death
2305,Krohm,14,1995,USA,Black
2306,Lord Vicar,14,2007,Finland,Doom
2307,Lucifer,14,2014,Germany,Doom
2308,Mandrake,14,1997,Germany,Gothic
2309,Monarque,14,2003,Canada,Black
2310,My Silent Wake,14,2005,United Kingdom,Death doom
2311,Nechochwen,14,2005,USA,Neofolk 
2312,Necrowretch,14,2008,France,Death
2313,Noctiferia,14,1992,Slovenia,Black
2314,Nordjevel,14,2015,Norway,Black
